date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,T2M,RH2M,WS10M,PRECTOTCORR,target_pm2_5_next_day,pm2_5_lag1,pm2_5_lag2,pm2_5_lag3,pm2_5_roll3,month,day_of_year
2024-01-13,121.14583333333333,176.14166666666665,60.050000000000004,62.112500000000004,65.75,176.83333333333334,12.81,42.54,2.48,0.0,102.74583333333334,94.42083333333333,97.32083333333333,81.01666666666667,104.2958333333333,1,13
2024-01-14,102.74583333333334,149.9,49.36666666666667,46.18333333333334,61.333333333333336,184.625,11.84,43.3,2.94,0.0,96.22500000000001,121.14583333333333,94.42083333333333,97.32083333333333,106.10416666666664,1,14
2024-01-15,96.22500000000001,140.6,36.875,37.237500000000004,59.958333333333336,169.29166666666666,11.46,45.32,2.42,0.0,145.46666666666667,102.74583333333334,121.14583333333333,94.42083333333333,106.70555555555553,1,15
2024-01-16,145.46666666666667,211.85416666666666,63.4125,68.49166666666666,83.45833333333333,180.04166666666666,12.15,43.45,2.16,0.0,148.69583333333335,96.22500000000001,102.74583333333334,121.14583333333333,114.81249999999999,1,16
2024-01-17,148.69583333333335,217.38333333333333,67.69583333333334,77.32916666666667,84.04166666666667,208.95833333333334,12.0,42.26,2.21,0.0,156.9625,145.46666666666667,96.22500000000001,102.74583333333334,130.12916666666663,1,17
2024-01-18,156.9625,227.08333333333334,91.1125,100.07083333333333,89.20833333333333,199.20833333333334,12.41,45.61,1.38,0.0,174.1208333333333,148.69583333333335,145.46666666666667,96.22500000000001,150.37499999999997,1,18
2024-01-19,174.1208333333333,251.96666666666667,87.84166666666665,101.03750000000001,116.54166666666667,219.58333333333334,12.52,49.3,1.61,0.0,161.93333333333334,156.9625,148.69583333333335,145.46666666666667,159.92638888888885,1,19
2024-01-20,161.93333333333334,236.63750000000002,75.6875,86.70416666666667,109.08333333333333,218.54166666666666,12.29,49.95,1.34,0.0,118.125,174.1208333333333,156.9625,148.69583333333335,164.33888888888887,1,20
2024-01-21,118.125,174.25,37.9625,39.704166666666666,91.75,199.08333333333334,11.12,53.01,3.67,0.0,127.90416666666665,161.93333333333334,174.1208333333333,156.9625,151.39305555555552,1,21
2024-01-22,127.90416666666665,186.975,39.391666666666666,40.949999999999996,101.29166666666667,178.16666666666666,11.83,38.7,1.64,0.0,157.34166666666667,118.125,161.93333333333334,174.1208333333333,135.98749999999998,1,22
2024-01-23,157.34166666666667,230.92083333333335,58.6625,58.76666666666667,97.95833333333333,200.04166666666666,13.07,39.27,2.15,0.0,115.44583333333333,127.90416666666665,118.125,161.93333333333334,134.45694444444442,1,23
2024-01-24,115.44583333333333,169.39166666666668,45.02916666666667,38.59583333333333,73.5,194.45833333333334,12.49,45.28,2.06,0.0,124.19166666666666,157.34166666666667,127.90416666666665,118.125,133.56388888888887,1,24
2024-01-25,124.19166666666666,182.54583333333335,46.30833333333334,42.81666666666666,74.33333333333333,181.75,12.77,45.75,1.6,0.0,147.36249999999998,115.44583333333333,157.34166666666667,127.90416666666665,132.32638888888889,1,25
2024-01-26,147.36249999999998,217.42916666666667,73.74166666666666,76.89583333333333,100.70833333333333,194.66666666666666,14.99,38.05,1.13,0.0,73.5,124.19166666666666,115.44583333333333,157.34166666666667,128.99999999999997,1,26
2024-01-27,73.5,109.90833333333335,37.15,33.5,82.875,182.41666666666666,14.78,38.48,4.0,0.0,93.5,147.36249999999998,124.19166666666666,115.44583333333333,115.01805555555552,1,27
2024-01-28,93.5,140.53333333333333,52.65833333333333,58.7125,87.95833333333333,162.79166666666666,14.25,44.64,2.38,0.0,108.9875,73.5,147.36249999999998,124.19166666666666,104.78749999999997,1,28
2024-01-29,108.9875,161.19583333333333,48.645833333333336,57.137499999999996,105.66666666666667,170.04166666666666,15.37,44.84,2.0,0.0,150.32083333333333,93.5,73.5,147.36249999999998,91.9958333333333,1,29
2024-01-30,150.32083333333333,225.4958333333333,66.40416666666667,61.5375,83.41666666666667,189.41666666666666,16.16,42.92,1.46,0.0,155.07500000000002,108.9875,93.5,73.5,117.60277777777775,1,30
2024-01-31,155.07500000000002,239.15416666666667,59.54583333333333,66.79166666666667,95.66666666666667,218.41666666666666,16.08,50.07,1.86,1.99,73.55416666666666,150.32083333333333,108.9875,93.5,138.12777777777774,1,31
2024-02-01,73.55416666666666,116.29166666666667,22.079166666666666,26.5625,87.95833333333333,179.16666666666666,14.26,73.16,4.13,16.76,61.37916666666666,155.07500000000002,150.32083333333333,108.9875,126.31666666666662,2,32
2024-02-02,61.37916666666666,93.57916666666667,26.045833333333334,26.912499999999998,69.125,155.41666666666666,13.83,57.25,3.34,0.03,46.0,73.55416666666666,155.07500000000002,150.32083333333333,96.66944444444441,2,33
2024-02-03,46.0,69.35833333333333,32.36666666666667,33.479166666666664,58.375,128.58333333333334,15.72,39.92,3.22,0.38,70.34583333333333,61.37916666666666,73.55416666666666,155.07500000000002,60.311111111111074,2,34
2024-02-04,70.34583333333333,133.10833333333332,42.18333333333333,42.30833333333333,56.333333333333336,154.375,15.03,83.36,1.98,3.03,36.22083333333333,46.0,61.37916666666666,73.55416666666666,59.241666666666625,2,35
2024-02-05,36.22083333333333,62.7875,22.7375,22.0625,55.916666666666664,131.66666666666666,15.45,66.77,2.73,0.1,39.083333333333336,70.34583333333333,46.0,61.37916666666666,50.85555555555552,2,36
2024-02-06,39.083333333333336,60.99166666666667,23.825,19.441666666666666,58.666666666666664,103.70833333333333,12.68,41.28,4.07,0.0,41.229166666666664,36.22083333333333,70.34583333333333,46.0,48.54999999999996,2,37
2024-02-07,41.229166666666664,67.03750000000001,18.008333333333333,17.720833333333335,80.29166666666667,113.91666666666667,12.76,41.85,4.47,0.0,37.725,39.083333333333336,36.22083333333333,70.34583333333333,38.844444444444406,2,38
2024-02-08,37.725,61.645833333333336,14.958333333333334,15.870833333333332,84.79166666666667,111.625,12.51,42.24,5.72,0.0,53.50833333333333,41.229166666666664,39.083333333333336,36.22083333333333,39.345833333333296,2,39
2024-02-09,53.50833333333333,79.96249999999999,31.991666666666664,31.241666666666664,64.33333333333333,104.91666666666667,14.35,35.15,2.63,0.0,93.825,37.725,41.229166666666664,39.083333333333336,44.15416666666662,2,40
2024-02-10,93.825,136.63333333333333,50.48333333333333,46.42083333333333,77.83333333333333,162.875,15.69,33.51,1.34,0.0,77.60833333333333,53.50833333333333,37.725,41.229166666666664,61.686111111111074,2,41
2024-02-11,77.60833333333333,112.50833333333333,36.75833333333333,32.9125,81.45833333333333,165.625,15.07,42.52,2.18,0.0,90.40416666666665,93.825,53.50833333333333,37.725,74.98055555555551,2,42
2024-02-12,90.40416666666665,129.64583333333334,44.9125,42.979166666666664,86.20833333333333,162.25,16.91,40.35,1.33,0.0,108.65833333333335,77.60833333333333,93.825,53.50833333333333,87.27916666666663,2,43
2024-02-13,108.65833333333335,155.92499999999998,42.479166666666664,43.137499999999996,87.91666666666667,174.16666666666666,17.65,34.89,1.3,0.0,92.85416666666667,90.40416666666665,77.60833333333333,93.825,92.22361111111108,2,44
2024-02-14,92.85416666666667,135.12916666666666,31.425,34.80833333333333,97.79166666666667,177.0,16.78,41.28,2.36,0.0,73.0625,108.65833333333335,90.40416666666665,77.60833333333333,97.3055555555555,2,45
2024-02-15,73.0625,107.60416666666667,30.8875,30.291666666666668,95.625,162.04166666666666,16.76,45.43,2.65,0.0,68.19166666666666,92.85416666666667,108.65833333333335,90.40416666666665,91.52499999999998,2,46
2024-02-16,68.19166666666666,100.64166666666667,34.52916666666667,27.429166666666664,86.16666666666667,159.58333333333334,16.74,37.97,2.61,0.0,58.824999999999996,73.0625,92.85416666666667,108.65833333333335,78.03611111111107,2,47
2024-02-17,58.824999999999996,88.95,29.775000000000002,25.429166666666664,78.79166666666667,153.33333333333334,17.34,33.27,3.17,0.0,77.37083333333334,68.19166666666666,73.0625,92.85416666666667,66.69305555555552,2,48
2024-02-18,77.37083333333334,121.8,43.0375,40.90833333333333,97.04166666666667,159.25,19.55,30.47,2.52,0.0,65.20416666666667,58.824999999999996,68.19166666666666,73.0625,68.12916666666662,2,49
2024-02-19,65.20416666666667,113.07083333333333,14.704166666666666,26.5,110.25,158.54166666666666,19.88,37.77,4.8,0.02,59.53333333333333,77.37083333333334,58.824999999999996,68.19166666666666,67.13333333333328,2,50
2024-02-20,59.53333333333333,109.06666666666666,25.554166666666664,27.8625,87.66666666666667,151.79166666666666,20.6,55.19,2.08,1.39,53.770833333333336,65.20416666666667,77.37083333333334,58.824999999999996,67.36944444444441,2,51
2024-02-21,53.770833333333336,106.46666666666665,26.358333333333334,26.920833333333334,84.66666666666667,152.66666666666666,17.72,35.78,3.11,0.0,39.512499999999996,59.53333333333333,65.20416666666667,77.37083333333334,59.50277777777774,2,52
2024-02-22,39.512499999999996,73.89999999999999,22.316666666666666,19.6125,71.20833333333333,126.29166666666667,17.08,35.52,3.0,0.0,36.670833333333334,53.770833333333336,59.53333333333333,65.20416666666667,50.93888888888885,2,53
2024-02-23,36.670833333333334,63.19583333333333,25.825,19.316666666666666,63.458333333333336,100.875,15.79,38.54,3.43,0.0,50.875,39.512499999999996,53.770833333333336,59.53333333333333,43.31805555555551,2,54
2024-02-24,50.875,87.67083333333333,39.24583333333333,32.204166666666666,64.08333333333333,122.91666666666667,17.01,33.89,2.48,0.0,39.516666666666666,36.670833333333334,39.512499999999996,53.770833333333336,42.35277777777774,2,55
2024-02-25,39.516666666666666,66.60000000000001,26.787499999999998,22.233333333333334,77.875,126.16666666666667,17.31,31.93,2.62,0.0,48.03333333333333,50.875,36.670833333333334,39.512499999999996,42.35416666666663,2,56
2024-02-26,48.03333333333333,76.825,33.49166666666667,32.77916666666667,64.375,112.125,18.28,33.2,3.27,0.0,44.78333333333333,39.516666666666666,50.875,36.670833333333334,46.14166666666663,2,57
2024-02-27,44.78333333333333,84.10416666666667,27.320833333333336,23.741666666666664,68.41666666666667,141.75,17.51,50.0,3.66,0.23,38.82083333333333,48.03333333333333,39.516666666666666,50.875,44.111111111111065,2,58
