datetime,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
2025-01-01 00:00:00,185.8,188.6,56.7,49.7,31.0,197
2025-01-01 01:00:00,174.6,177.4,44.8,39.7,39.0,198
2025-01-01 02:00:00,164.4,166.7,34.6,31.5,46.0,199
2025-01-01 03:00:00,156.5,158.8,26.7,26.0,52.0,200
2025-01-01 04:00:00,149.5,151.8,20.6,22.3,57.0,200
2025-01-01 05:00:00,156.5,158.3,33.3,29.0,44.0,201
2025-01-01 06:00:00,144.4,146.2,31.4,27.8,48.0,201
2025-01-01 07:00:00,138.3,140.6,28.7,26.1,54.0,201
2025-01-01 08:00:00,136.4,138.8,26.0,25.1,64.0,200
2025-01-01 09:00:00,141.1,143.0,23.3,25.2,80.0,200
2025-01-01 10:00:00,129.9,132.2,20.5,25.9,99.0,200
2025-01-01 11:00:00,122.5,125.3,18.2,26.6,118.0,200
2025-01-01 12:00:00,115.5,118.3,15.4,27.1,138.0,200
2025-01-01 13:00:00,108.7,111.8,13.1,27.6,157.0,200
2025-01-01 14:00:00,103.6,106.6,14.1,28.0,164.0,201
2025-01-01 15:00:00,99.4,102.7,21.0,28.2,149.0,201
2025-01-01 16:00:00,100.4,102.9,31.3,28.3,121.0,201
2025-01-01 17:00:00,148.5,151.8,52.6,36.4,90.0,202
2025-01-01 18:00:00,157.4,160.7,55.0,36.8,77.0,202
2025-01-01 19:00:00,162.1,165.3,58.0,37.4,59.0,201
2025-01-01 20:00:00,167.6,170.4,58.6,37.5,46.0,200
2025-01-01 21:00:00,171.8,174.6,55.1,37.2,41.0,199
2025-01-01 22:00:00,175.1,178.3,49.2,36.4,41.0,198
2025-01-01 23:00:00,174.2,177.0,42.6,35.0,42.0,198
2025-01-02 00:00:00,167.6,170.4,35.3,32.1,45.0,197
2025-01-02 01:00:00,163.0,165.8,27.3,28.6,50.0,197
2025-01-02 02:00:00,157.9,160.7,21.0,26.2,54.0,197
2025-01-02 03:00:00,151.8,154.6,17.0,25.8,57.0,196
2025-01-02 04:00:00,146.7,149.5,14.6,26.6,61.0,196
2025-01-02 05:00:00,147.1,149.9,15.3,28.2,64.0,196
2025-01-02 06:00:00,143.4,146.7,19.6,30.4,61.0,196
2025-01-02 07:00:00,146.7,150.4,25.4,33.5,58.0,196
2025-01-02 08:00:00,148.1,151.8,28.4,35.9,64.0,196
2025-01-02 09:00:00,149.5,152.7,26.2,36.9,89.0,196
2025-01-02 10:00:00,139.2,143.9,21.2,37.1,123.0,197
2025-01-02 11:00:00,129.5,134.6,17.0,37.2,149.0,197
2025-01-02 12:00:00,118.5,123.9,13.7,37.2,163.0,197
2025-01-02 13:00:00,107.1,112.9,11.2,36.9,169.0,197
2025-01-02 14:00:00,100.4,105.7,12.5,36.9,165.0,197
2025-01-02 15:00:00,97.8,102.4,20.6,36.9,145.0,197
2025-01-02 16:00:00,100.8,104.3,32.6,37.1,114.0,197
2025-01-02 17:00:00,131.3,136.4,50.7,39.7,85.0,197
2025-01-02 18:00:00,144.4,148.5,55.9,43.1,71.0,197
2025-01-02 19:00:00,155.5,159.7,63.1,47.8,52.0,196
2025-01-02 20:00:00,169.0,173.2,68.0,51.7,37.0,196
2025-01-02 21:00:00,182.5,187.2,68.9,54.8,29.0,196
2025-01-02 22:00:00,194.6,198.8,67.6,57.1,24.0,196
2025-01-02 23:00:00,196.5,200.2,64.7,56.7,22.0,197
2025-01-03 00:00:00,189.1,192.8,60.1,51.6,22.0,197
2025-01-03 01:00:00,182.5,186.3,53.9,43.8,25.0,198
2025-01-03 02:00:00,176.5,180.2,47.6,37.4,28.0,198
2025-01-03 03:00:00,171.4,175.1,40.4,33.6,32.0,199
2025-01-03 04:00:00,167.2,170.9,33.1,31.1,37.0,199
2025-01-03 05:00:00,168.1,171.8,29.7,32.6,39.0,199
2025-01-03 06:00:00,163.0,167.2,34.2,36.0,36.0,200
2025-01-03 07:00:00,167.6,171.8,40.1,40.7,33.0,201
2025-01-03 08:00:00,171.4,175.6,43.0,43.8,41.0,202
2025-01-03 09:00:00,168.6,172.3,40.3,43.7,68.0,203
2025-01-03 10:00:00,157.9,163.0,34.5,41.9,106.0,203
2025-01-03 11:00:00,136.4,143.9,29.1,40.3,136.0,204
2025-01-03 12:00:00,111.5,121.5,23.3,39.1,153.0,204
2025-01-03 13:00:00,94.3,106.4,17.9,38.1,162.0,204
2025-01-03 14:00:00,83.4,96.4,18.5,37.7,160.0,204
2025-01-03 15:00:00,79.4,91.7,29.9,37.8,140.0,203
2025-01-03 16:00:00,85.7,95.2,47.4,38.6,109.0,202
2025-01-03 17:00:00,133.2,151.3,83.7,51.1,63.0,201
2025-01-03 18:00:00,160.2,177.4,89.8,58.0,49.0,202
2025-01-03 19:00:00,181.6,198.4,98.1,67.5,31.0,202
2025-01-03 20:00:00,197.0,213.7,103.3,75.0,16.0,203
2025-01-03 21:00:00,211.4,228.2,103.6,79.5,9.0,204
2025-01-03 22:00:00,225.4,241.2,100.8,81.9,7.0,206
2025-01-03 23:00:00,228.2,244.0,95.7,80.0,7.0,207
2025-01-04 00:00:00,213.7,229.1,87.2,70.8,12.0,208
2025-01-04 01:00:00,197.4,212.8,76.3,57.3,20.0,209
2025-01-04 02:00:00,184.4,198.8,66.9,46.2,26.0,210
2025-01-04 03:00:00,174.6,188.1,59.5,38.7,29.0,210
2025-01-04 04:00:00,169.5,183.5,53.5,33.6,31.0,210
2025-01-04 05:00:00,172.3,187.2,53.3,36.1,33.0,210
2025-01-04 06:00:00,178.8,195.6,55.7,46.0,29.0,211
2025-01-04 07:00:00,199.8,218.4,58.8,59.3,26.0,211
2025-01-04 08:00:00,211.9,227.7,60.1,67.6,35.0,213
2025-01-04 09:00:00,194.6,206.3,58.5,65.3,69.0,214
2025-01-04 10:00:00,178.3,188.6,55.0,57.8,115.0,215
2025-01-04 11:00:00,133.2,143.0,50.5,53.0,155.0,216
2025-01-04 12:00:00,97.3,104.1,41.5,54.1,184.0,216
2025-01-04 13:00:00,77.3,81.5,31.5,58.0,206.0,216
2025-01-04 14:00:00,68.7,71.5,31.8,62.5,211.0,215
2025-01-04 15:00:00,67.1,69.2,51.2,67.6,191.0,214
2025-01-04 16:00:00,82.7,84.3,80.9,73.4,154.0,214
2025-01-04 17:00:00,167.2,176.5,110.1,85.0,116.0,214
2025-01-04 18:00:00,201.6,210.0,122.8,88.2,86.0,215
2025-01-04 19:00:00,218.9,226.8,139.6,92.2,45.0,217
2025-01-04 20:00:00,218.4,225.4,146.4,92.0,17.0,218
2025-01-04 21:00:00,205.8,212.3,134.6,84.2,13.0,219
2025-01-04 22:00:00,195.1,201.6,112.8,72.3,21.0,219
2025-01-04 23:00:00,187.2,193.2,92.6,61.9,29.0,218
2025-01-05 00:00:00,179.7,185.3,77.6,55.0,34.0,216
2025-01-05 01:00:00,176.5,182.5,64.3,49.7,40.0,215
2025-01-05 02:00:00,178.3,184.9,53.5,45.8,44.0,214
2025-01-05 03:00:00,181.1,188.1,45.4,43.5,45.0,213
2025-01-05 04:00:00,182.5,189.5,39.8,42.6,44.0,214
2025-01-05 05:00:00,221.2,229.1,60.1,45.8,20.0,214
2025-01-05 06:00:00,204.4,211.9,58.2,46.8,19.0,216
2025-01-05 07:00:00,204.4,210.0,55.2,48.1,19.0,217
2025-01-05 08:00:00,200.7,205.4,50.9,49.2,34.0,218
2025-01-05 09:00:00,187.7,193.2,44.4,49.7,75.0,217
2025-01-05 10:00:00,178.8,184.9,36.5,50.1,130.0,217
2025-01-05 11:00:00,160.7,168.1,29.7,50.6,175.0,217
2025-01-05 12:00:00,136.9,144.8,23.4,51.9,203.0,218
2025-01-05 13:00:00,120.6,128.5,18.2,53.3,221.0,220
2025-01-05 14:00:00,114.6,122.0,17.8,54.0,223.0,221
2025-01-05 15:00:00,112.2,119.0,26.4,53.3,202.0,223
2025-01-05 16:00:00,115.3,120.6,39.8,51.8,166.0,225
2025-01-05 17:00:00,116.2,120.1,44.5,48.1,121.0,227
2025-01-05 18:00:00,129.9,133.2,46.9,47.6,105.0,224
2025-01-05 19:00:00,135.0,138.3,50.0,46.8,84.0,221
2025-01-05 20:00:00,137.4,140.2,51.1,46.0,68.0,218
2025-01-05 21:00:00,138.3,141.1,48.6,45.2,63.0,215
2025-01-05 22:00:00,141.1,143.9,44.1,44.4,64.0,212
2025-01-05 23:00:00,143.9,146.7,39.5,43.3,65.0,210
2025-01-06 00:00:00,142.5,145.3,34.9,41.5,65.0,208
2025-01-06 01:00:00,143.0,145.3,30.2,39.5,66.0,206
2025-01-06 02:00:00,143.9,146.2,27.3,38.5,65.0,205
2025-01-06 03:00:00,144.8,146.7,26.8,39.1,61.0,203
2025-01-06 04:00:00,149.9,151.8,28.0,40.8,55.0,202
2025-01-06 05:00:00,142.0,143.4,22.3,34.6,53.0,200
2025-01-06 06:00:00,145.3,146.7,28.3,38.2,45.0,199
2025-01-06 07:00:00,153.7,154.6,36.4,43.2,35.0,197
2025-01-06 08:00:00,156.5,157.4,41.3,47.5,37.0,196
2025-01-06 09:00:00,152.7,154.1,40.1,49.9,60.0,195
2025-01-06 10:00:00,143.9,145.3,35.7,51.6,94.0,194
2025-01-06 11:00:00,123.9,126.7,31.7,53.9,124.0,194
2025-01-06 12:00:00,117.6,121.1,27.9,57.9,149.0,193
2025-01-06 13:00:00,109.7,113.4,24.5,62.5,170.0,192
2025-01-06 14:00:00,102.4,106.6,25.7,65.3,177.0,192
2025-01-06 15:00:00,99.2,103.1,36.1,65.0,161.0,192
2025-01-06 16:00:00,101.3,104.8,51.2,63.0,131.0,192
2025-01-06 17:00:00,152.7,157.4,60.8,62.2,102.0,191
2025-01-06 18:00:00,163.9,167.6,59.3,61.2,90.0,192
2025-01-06 19:00:00,164.8,168.1,57.1,59.5,74.0,193
2025-01-06 20:00:00,163.4,166.7,53.5,57.0,61.0,193
2025-01-06 21:00:00,160.7,163.4,48.0,53.3,56.0,194
2025-01-06 22:00:00,158.8,161.1,41.3,48.7,54.0,195
2025-01-06 23:00:00,152.3,154.6,34.4,43.7,55.0,195
2025-01-07 00:00:00,141.6,143.4,27.3,37.6,59.0,195
2025-01-07 01:00:00,132.2,133.6,20.1,30.9,66.0,195
2025-01-07 02:00:00,125.7,127.1,14.6,26.3,72.0,195
2025-01-07 03:00:00,122.5,123.9,11.3,24.8,76.0,194
2025-01-07 04:00:00,121.1,122.5,9.6,25.3,79.0,194
2025-01-07 05:00:00,126.2,127.6,11.1,26.7,78.0,193
2025-01-07 06:00:00,124.8,126.2,15.5,27.8,71.0,193
2025-01-07 07:00:00,128.1,129.0,21.3,29.4,63.0,193
2025-01-07 08:00:00,129.9,130.9,24.4,30.7,63.0,192
2025-01-07 09:00:00,123.4,124.8,22.1,31.7,78.0,191
2025-01-07 10:00:00,111.3,112.5,17.0,32.5,101.0,191
2025-01-07 11:00:00,102.4,103.6,12.9,32.8,121.0,190
2025-01-07 12:00:00,95.2,96.4,10.5,32.4,138.0,190
2025-01-07 13:00:00,89.4,90.6,9.0,31.5,153.0,189
2025-01-07 14:00:00,83.8,84.8,9.8,30.6,158.0,189
2025-01-07 15:00:00,80.8,81.7,14.7,29.8,148.0,188
2025-01-07 16:00:00,80.3,81.0,22.0,29.1,128.0,188
2025-01-07 17:00:00,86.8,87.5,36.7,30.6,99.0,187
2025-01-07 18:00:00,97.3,98.0,38.5,31.7,91.0,186
2025-01-07 19:00:00,103.8,104.5,40.8,33.1,79.0,184
2025-01-07 20:00:00,107.6,108.3,40.8,33.7,71.0,183
2025-01-07 21:00:00,108.3,109.2,36.9,32.8,70.0,182
2025-01-07 22:00:00,107.8,108.7,30.7,31.1,73.0,181
2025-01-07 23:00:00,104.1,105.2,25.0,29.1,75.0,180
2025-01-08 00:00:00,96.9,98.0,20.5,26.8,76.0,179
2025-01-08 01:00:00,90.1,91.7,16.4,24.3,77.0,178
2025-01-08 02:00:00,84.3,85.9,13.4,22.4,78.0,177
2025-01-08 03:00:00,79.6,81.3,11.4,21.2,78.0,176
2025-01-08 04:00:00,76.1,77.8,10.5,20.5,77.0,175
2025-01-08 05:00:00,76.6,78.2,12.4,21.5,72.0,174
2025-01-08 06:00:00,74.7,76.1,17.7,23.2,65.0,173
2025-01-08 07:00:00,78.5,79.9,24.9,25.6,57.0,172
2025-01-08 08:00:00,81.0,82.0,28.7,27.5,58.0,171
2025-01-08 09:00:00,80.3,81.3,26.1,28.3,78.0,169
2025-01-08 10:00:00,74.0,75.0,20.1,28.6,107.0,169
2025-01-08 11:00:00,64.5,65.2,15.1,28.5,131.0,168
2025-01-08 12:00:00,53.0,53.4,11.6,27.9,147.0,167
2025-01-08 13:00:00,42.4,42.7,9.0,26.9,158.0,166
2025-01-08 14:00:00,35.4,35.6,9.8,26.3,159.0,165
2025-01-08 15:00:00,31.9,32.0,15.9,26.2,146.0,164
2025-01-08 16:00:00,32.2,32.4,25.4,26.4,123.0,163
2025-01-08 17:00:00,59.6,60.1,42.1,30.8,94.0,162
2025-01-08 18:00:00,71.0,71.5,49.8,33.5,79.0,161
2025-01-08 19:00:00,78.0,78.5,60.4,37.3,57.0,161
2025-01-08 20:00:00,82.7,84.3,67.9,40.7,40.0,160
2025-01-08 21:00:00,87.3,90.1,69.6,43.7,32.0,159
2025-01-08 22:00:00,95.0,98.7,68.2,46.3,29.0,159
2025-01-08 23:00:00,101.0,105.0,66.1,47.2,26.0,159
2025-01-09 00:00:00,102.7,106.9,63.6,45.0,23.0,159
2025-01-09 01:00:00,105.0,109.2,60.3,41.0,21.0,159
2025-01-09 02:00:00,106.9,111.3,57.2,37.8,19.0,159
2025-01-09 03:00:00,109.0,113.4,54.3,35.5,17.0,160
2025-01-09 04:00:00,110.4,114.8,51.6,34.0,15.0,160
2025-01-09 05:00:00,122.0,127.1,58.3,49.0,16.0,161
2025-01-09 06:00:00,117.8,122.5,59.8,55.6,14.0,162
2025-01-09 07:00:00,132.7,137.4,61.4,64.5,13.0,163
2025-01-09 08:00:00,156.5,160.2,59.7,69.2,26.0,164
2025-01-09 09:00:00,135.5,139.2,51.8,65.4,66.0,166
2025-01-09 10:00:00,102.4,105.5,40.6,57.5,120.0,167
2025-01-09 11:00:00,94.1,94.5,31.2,52.1,164.0,168
2025-01-09 12:00:00,82.2,82.4,23.1,51.9,191.0,168
2025-01-09 13:00:00,69.8,70.3,16.8,54.2,207.0,169
2025-01-09 14:00:00,62.2,62.6,19.5,57.1,207.0,169
2025-01-09 15:00:00,58.3,58.7,37.1,58.7,183.0,170
2025-01-09 16:00:00,63.8,64.0,63.5,61.0,144.0,171
2025-01-09 17:00:00,198.4,199.8,116.2,85.5,89.0,171
2025-01-09 18:00:00,238.4,240.3,134.0,107.9,69.0,174
2025-01-09 19:00:00,283.1,285.0,158.3,138.9,41.0,178
2025-01-09 20:00:00,324.1,326.0,175.6,163.5,19.0,183
2025-01-09 21:00:00,354.8,356.7,180.2,177.9,9.0,188
2025-01-09 22:00:00,369.7,374.4,177.8,185.8,6.0,194
2025-01-09 23:00:00,365.1,369.7,171.1,183.1,5.0,200
2025-01-10 00:00:00,348.3,352.0,159.2,163.0,5.0,211
2025-01-10 01:00:00,334.3,339.0,143.0,132.3,7.0,221
2025-01-10 02:00:00,324.1,327.8,128.7,107.3,10.0,230
2025-01-10 03:00:00,314.8,319.4,118.3,94.1,13.0,239
2025-01-10 04:00:00,310.1,313.9,109.7,86.6,16.0,248
2025-01-10 05:00:00,307.3,308.3,90.4,54.2,8.0,256
2025-01-10 06:00:00,292.4,293.4,87.1,56.3,7.0,264
2025-01-10 07:00:00,272.9,273.8,82.1,59.3,9.0,271
2025-01-10 08:00:00,275.7,276.6,75.7,61.5,27.0,277
2025-01-10 09:00:00,269.2,270.1,67.1,61.1,76.0,282
2025-01-10 10:00:00,244.0,244.9,57.0,60.0,142.0,288
2025-01-10 11:00:00,217.5,218.9,47.7,62.4,194.0,294
2025-01-10 12:00:00,185.8,187.7,37.4,72.2,224.0,299
2025-01-10 13:00:00,153.7,156.0,28.0,85.6,240.0,303
2025-01-10 14:00:00,133.6,135.5,27.3,95.2,239.0,307
2025-01-10 15:00:00,124.8,127.1,42.2,97.7,214.0,310
2025-01-10 16:00:00,139.2,141.1,65.7,96.4,172.0,312
2025-01-10 17:00:00,231.9,235.6,86.3,84.5,120.0,315
2025-01-10 18:00:00,262.6,265.4,95.8,85.4,94.0,317
2025-01-10 19:00:00,282.2,285.0,108.4,86.3,58.0,318
2025-01-10 20:00:00,293.4,296.2,114.6,84.9,33.0,318
2025-01-10 21:00:00,293.4,295.2,109.6,79.8,28.0,317
2025-01-10 22:00:00,282.2,284.1,98.3,72.5,34.0,314
2025-01-10 23:00:00,268.2,270.1,85.1,64.8,41.0,310
2025-01-11 00:00:00,251.5,253.3,70.0,56.7,48.0,306
2025-01-11 01:00:00,238.4,240.3,53.2,48.4,58.0,302
2025-01-11 02:00:00,231.4,233.3,39.5,41.8,65.0,298
2025-01-11 03:00:00,225.4,226.8,30.5,37.7,69.0,294
2025-01-11 04:00:00,217.9,219.8,24.6,35.4,71.0,291
2025-01-11 05:00:00,213.3,214.7,22.6,29.6,73.0,287
2025-01-11 06:00:00,193.7,194.6,27.4,32.4,70.0,283
2025-01-11 07:00:00,183.5,184.9,33.9,36.5,67.0,279
2025-01-11 08:00:00,172.3,173.2,37.4,40.3,71.0,275
2025-01-11 09:00:00,154.1,155.5,34.6,43.3,90.0,271
2025-01-11 10:00:00,136.0,137.4,28.7,46.1,116.0,266
2025-01-11 11:00:00,129.5,131.3,25.0,49.3,136.0,261
2025-01-11 12:00:00,125.3,127.1,25.2,54.0,145.0,258
2025-01-11 13:00:00,127.1,129.9,27.5,59.2,148.0,255
2025-01-11 14:00:00,129.0,131.8,31.8,62.4,144.0,254
2025-01-11 15:00:00,124.3,128.1,40.2,62.3,128.0,254
2025-01-11 16:00:00,129.9,133.2,50.6,60.3,106.0,254
2025-01-11 17:00:00,139.7,144.4,70.4,58.5,67.0,254
2025-01-11 18:00:00,113.4,118.3,64.1,51.4,63.0,250
2025-01-11 19:00:00,111.1,115.0,55.2,41.5,58.0,243
2025-01-11 20:00:00,101.5,105.5,47.5,33.7,54.0,236
2025-01-11 21:00:00,97.1,100.6,42.9,30.4,53.0,228
2025-01-11 22:00:00,95.7,99.0,39.4,29.3,53.0,220
2025-01-11 23:00:00,90.1,93.6,35.2,27.8,55.0,212
2025-01-12 00:00:00,80.1,83.8,28.7,24.6,61.0,205
2025-01-12 01:00:00,72.2,75.9,21.4,21.2,68.0,199
2025-01-12 02:00:00,67.5,71.0,16.1,19.3,73.0,195
2025-01-12 03:00:00,66.1,69.4,13.6,20.1,74.0,192
2025-01-12 04:00:00,68.7,71.7,13.1,22.5,73.0,188
2025-01-12 05:00:00,69.2,71.5,16.8,25.3,65.0,185
2025-01-12 06:00:00,69.2,71.2,27.1,30.7,56.0,182
2025-01-12 07:00:00,78.5,80.8,40.9,38.0,45.0,179
2025-01-12 08:00:00,92.2,94.1,49.1,43.0,42.0,177
2025-01-12 09:00:00,89.4,91.5,46.1,43.0,55.0,175
2025-01-12 10:00:00,82.9,85.2,37.4,40.7,78.0,173
2025-01-12 11:00:00,79.2,81.5,30.0,39.6,99.0,172
2025-01-12 12:00:00,74.7,77.5,24.3,41.4,120.0,171
2025-01-12 13:00:00,74.0,76.6,20.1,44.5,139.0,170
2025-01-12 14:00:00,73.1,75.7,23.1,47.8,145.0,169
2025-01-12 15:00:00,74.0,76.4,40.7,51.5,126.0,168
2025-01-12 16:00:00,77.8,80.1,65.6,55.5,92.0,167
2025-01-12 17:00:00,101.5,104.1,48.6,43.0,88.0,165
2025-01-12 18:00:00,111.3,113.4,48.6,42.4,79.0,165
2025-01-12 19:00:00,113.2,115.3,48.4,41.6,67.0,165
2025-01-12 20:00:00,112.5,114.3,47.5,40.2,57.0,165
2025-01-12 21:00:00,111.1,112.9,45.7,38.2,50.0,165
2025-01-12 22:00:00,115.3,117.1,43.2,35.8,44.0,165
2025-01-12 23:00:00,119.7,121.1,40.0,32.9,40.0,166
2025-01-13 00:00:00,116.4,118.0,35.6,29.1,39.0,166
2025-01-13 01:00:00,115.0,116.6,30.6,24.9,39.0,167
2025-01-13 02:00:00,115.0,116.4,26.5,21.8,39.0,168
2025-01-13 03:00:00,114.8,115.9,23.4,20.1,39.0,169
2025-01-13 04:00:00,112.7,113.9,21.3,19.5,38.0,170
2025-01-13 05:00:00,110.6,111.3,20.7,16.6,32.0,171
2025-01-13 06:00:00,109.4,110.1,23.2,18.4,29.0,172
2025-01-13 07:00:00,112.9,113.6,26.5,21.0,26.0,173
2025-01-13 08:00:00,110.1,110.8,28.1,24.1,31.0,174
2025-01-13 09:00:00,107.1,107.8,26.5,28.0,49.0,174
2025-01-13 10:00:00,96.4,97.1,23.2,32.3,74.0,174
2025-01-13 11:00:00,85.0,85.4,20.4,35.8,98.0,175
2025-01-13 12:00:00,78.5,79.2,17.5,37.7,121.0,175
2025-01-13 13:00:00,70.3,71.0,15.1,38.8,143.0,175
2025-01-13 14:00:00,63.1,63.8,17.1,39.9,152.0,175
2025-01-13 15:00:00,59.6,60.3,27.2,41.4,138.0,175
2025-01-13 16:00:00,61.7,62.4,41.6,42.9,111.0,174
2025-01-13 17:00:00,71.7,72.2,45.9,41.7,88.0,174
2025-01-13 18:00:00,84.5,84.8,49.9,42.5,75.0,173
2025-01-13 19:00:00,89.2,89.4,55.0,43.3,57.0,173
2025-01-13 20:00:00,88.9,89.2,56.8,42.6,44.0,172
2025-01-13 21:00:00,85.9,86.1,52.5,39.0,41.0,172
2025-01-13 22:00:00,83.4,83.6,44.7,33.8,42.0,171
2025-01-13 23:00:00,79.9,80.3,37.2,29.1,45.0,170
2025-01-14 00:00:00,75.7,75.9,30.6,25.3,49.0,170
2025-01-14 01:00:00,74.3,74.5,24.2,22.0,55.0,169
2025-01-14 02:00:00,74.5,74.7,19.3,19.9,59.0,168
2025-01-14 03:00:00,75.9,76.1,16.1,19.3,62.0,167
2025-01-14 04:00:00,77.3,77.5,14.4,19.9,63.0,166
2025-01-14 05:00:00,75.9,76.1,14.4,22.5,67.0,165
2025-01-14 06:00:00,79.2,79.4,22.5,26.7,56.0,164
2025-01-14 07:00:00,91.0,91.3,33.5,32.5,42.0,164
2025-01-14 08:00:00,102.9,103.1,39.5,37.1,43.0,163
2025-01-14 09:00:00,102.4,102.7,35.9,39.4,71.0,163
2025-01-14 10:00:00,97.6,98.0,27.4,40.4,113.0,163
2025-01-14 11:00:00,92.4,92.9,20.3,41.3,149.0,163
2025-01-14 12:00:00,84.3,84.8,15.1,42.0,174.0,163
2025-01-14 13:00:00,74.5,75.2,11.3,42.4,194.0,163
2025-01-14 14:00:00,66.6,67.3,13.9,43.3,197.0,163
2025-01-14 15:00:00,62.2,63.1,27.3,44.5,176.0,164
2025-01-14 16:00:00,65.2,65.9,47.2,46.2,139.0,164
2025-01-14 17:00:00,115.5,116.4,74.7,57.1,102.0,164
2025-01-14 18:00:00,149.9,150.9,87.5,66.1,78.0,165
2025-01-14 19:00:00,180.7,181.6,105.1,78.8,46.0,166
2025-01-14 20:00:00,207.7,208.2,117.5,90.3,21.0,168
2025-01-14 21:00:00,230.5,232.4,119.6,99.9,11.0,171
2025-01-14 22:00:00,250.5,254.3,116.5,108.3,9.0,174
2025-01-14 23:00:00,261.7,267.3,113.5,113.3,8.0,178
2025-01-15 00:00:00,262.6,269.2,112.8,114.2,7.0,182
2025-01-15 01:00:00,262.6,269.2,112.1,111.8,8.0,186
2025-01-15 02:00:00,260.8,267.3,109.9,105.6,8.0,190
2025-01-15 03:00:00,258.9,265.4,105.2,93.2,6.0,194
2025-01-15 04:00:00,275.7,278.5,99.1,77.1,4.0,198
2025-01-15 05:00:00,292.4,293.4,97.2,61.8,0.0,204
2025-01-15 06:00:00,261.7,261.7,91.6,58.6,5.0,213
2025-01-15 07:00:00,212.3,212.8,83.8,54.1,12.0,221
2025-01-15 08:00:00,214.7,215.1,77.9,50.2,27.0,226
2025-01-15 09:00:00,221.7,221.7,77.7,46.6,51.0,230
2025-01-15 10:00:00,204.4,204.9,79.3,43.6,81.0,235
2025-01-15 11:00:00,202.1,202.6,75.5,43.4,116.0,240
2025-01-15 12:00:00,187.2,187.7,58.1,48.6,163.0,244
2025-01-15 13:00:00,145.3,146.7,35.3,56.7,214.0,249
2025-01-15 14:00:00,108.7,111.8,24.0,62.5,240.0,252
2025-01-15 15:00:00,103.8,107.3,33.7,62.8,222.0,253
2025-01-15 16:00:00,109.2,112.7,55.0,60.8,178.0,255
2025-01-15 17:00:00,148.1,152.3,64.0,53.7,118.0,257
2025-01-15 18:00:00,171.4,175.1,79.1,60.0,89.0,258
2025-01-15 19:00:00,196.0,199.8,99.6,68.5,50.0,259
2025-01-15 20:00:00,212.3,216.1,112.8,73.2,21.0,260
2025-01-15 21:00:00,216.1,219.3,112.4,70.8,13.0,260
2025-01-15 22:00:00,210.5,213.3,104.7,64.5,15.0,260
2025-01-15 23:00:00,196.5,199.8,95.5,58.1,19.0,258
2025-01-16 00:00:00,195.6,198.8,86.3,52.4,22.0,255
2025-01-16 01:00:00,195.1,197.9,75.7,46.6,26.0,252
2025-01-16 02:00:00,183.5,186.7,64.8,41.5,32.0,250
2025-01-16 03:00:00,176.0,178.8,52.1,37.1,41.0,246
2025-01-16 04:00:00,170.9,174.2,39.1,33.3,51.0,243
2025-01-16 05:00:00,135.5,137.8,33.0,29.3,49.0,238
2025-01-16 06:00:00,117.8,119.7,36.8,28.9,45.0,232
2025-01-16 07:00:00,117.8,119.7,41.9,28.5,40.0,226
2025-01-16 08:00:00,120.6,122.5,44.2,29.2,42.0,222
2025-01-16 09:00:00,119.0,120.1,41.0,31.4,56.0,218
2025-01-16 10:00:00,101.0,102.7,35.0,34.7,77.0,214
2025-01-16 11:00:00,90.1,92.2,30.1,39.0,97.0,210
2025-01-16 12:00:00,93.4,96.2,26.7,45.7,115.0,205
2025-01-16 13:00:00,99.7,102.7,24.3,53.3,131.0,201
2025-01-16 14:00:00,103.4,106.4,26.1,58.1,137.0,199
2025-01-16 15:00:00,105.9,108.7,35.2,57.2,125.0,199
2025-01-16 16:00:00,109.0,111.5,48.4,53.4,103.0,199
2025-01-16 17:00:00,93.6,94.8,50.4,49.8,89.0,199
2025-01-16 18:00:00,118.3,119.7,58.3,53.1,71.0,198
2025-01-16 19:00:00,132.2,133.6,69.0,57.5,47.0,197
2025-01-16 20:00:00,140.2,141.1,75.0,59.3,29.0,196
2025-01-16 21:00:00,141.1,142.0,72.6,56.7,23.0,194
2025-01-16 22:00:00,140.2,140.6,65.6,51.6,22.0,192
2025-01-16 23:00:00,138.3,138.8,57.9,45.9,24.0,191
2025-01-17 00:00:00,130.9,131.3,50.5,39.6,27.0,190
2025-01-17 01:00:00,125.7,126.2,42.4,32.8,31.0,188
2025-01-17 02:00:00,122.9,123.4,35.0,27.7,36.0,187
2025-01-17 03:00:00,119.0,119.7,27.8,24.8,42.0,185
2025-01-17 04:00:00,112.9,113.6,21.2,23.6,49.0,184
2025-01-17 05:00:00,105.0,105.7,16.8,23.3,56.0,183
2025-01-17 06:00:00,99.7,100.4,21.0,28.3,52.0,182
2025-01-17 07:00:00,101.7,102.7,26.6,35.2,47.0,182
2025-01-17 08:00:00,105.7,106.4,29.6,41.5,50.0,181
2025-01-17 09:00:00,105.5,106.2,27.6,46.7,68.0,181
2025-01-17 10:00:00,99.0,99.9,23.1,51.2,93.0,181
2025-01-17 11:00:00,88.5,89.4,19.1,53.3,115.0,181
2025-01-17 12:00:00,72.9,73.8,16.0,51.5,130.0,181
2025-01-17 13:00:00,63.6,64.7,13.5,47.3,141.0,180
